"","bin_ind","bin_start","bin_end","chr_ind","p.value","p.value.adj","seedPct","queryPct","logFC","seedTerritory","queryTerritory"
"1",878,28000000,29000000,6,4.63963718837352e-19,1.43828752839579e-17,0.267361111111111,0.164781297134238,0.254560460225833,"12 13","2"
"2",879,29000000,30000000,6,3.17020052183027e-19,1.04616617220399e-17,0.293981481481481,0.190045248868778,0.276781417694964,"12 13","2"
"3",881,31000000,32000000,6,4.99289025968228e-19,1.49786707790468e-17,0.30787037037037,0.199095022624434,0.282882311564519,"12 13","2"
"4",884,34000000,35000000,6,6.09438581398755e-17,8.10703835851517e-16,0.290798611111111,0.191930618401207,0.261715904293332,"12 13","2"
"5",901,51000000,52000000,6,1.90257081527778e-19,7.03951201652778e-18,0.276041666666667,0.173453996983409,0.272458214660951,"12 13","2"
"6",904,54000000,55000000,6,2.64570535987956e-20,1.1905674119458e-18,0.291377314814815,0.182126696832579,0.280719881458105,"12 13","2"
"7",922,72000000,73000000,6,5.94473253177111e-27,4.8152333507346e-25,0.322627314814815,0.191930618401207,0.342381512827513,"12 13","2"
"8",933,83000000,84000000,6,4.64543233962361e-20,1.99753590603815e-18,0.303530092592593,0.192684766214178,0.288055878984665,"12 13","2"
"9",934,84000000,85000000,6,2.65658975252965e-18,6.64147438132413e-17,0.303240740740741,0.197586726998492,0.276199449466471,"12 13","2"
"10",935,85000000,86000000,6,1.07578393666013e-17,1.89037666351792e-16,0.271412037037037,0.173453996983409,0.256348254356355,"12 13","2"
"11",936,86000000,87000000,6,4.46226672776979e-18,9.96109195954908e-17,0.325520833333333,0.217948717948718,0.280302035838809,"12 13","2"
"12",937,87000000,88000000,6,1.97992535405167e-38,2.05912236821374e-36,0.348958333333333,0.193438914027149,0.436536306914507,"12 13","2"
"13",938,88000000,89000000,6,2.01775738476449e-25,1.51331803857337e-23,0.333912037037037,0.206636500754148,0.344742134892491,"12 13","2"
"14",975,125000000,126000000,6,1.67287411635933e-17,2.509311174539e-16,0.290219907407407,0.363499245852187,-0.332227691032476,"12 13","2"
"15",1025,25000000,26000000,7,6.50188775632444e-17,8.10703835851517e-16,0.303240740740741,0.202488687782805,0.265065264639579,"12 13","2"
"16",1112,112000000,113000000,7,2.9792244220259e-18,7.15013861286216e-17,0.294270833333333,0.191553544494721,0.274908644069148,"12 13","2"
"17",1230,84000000,85000000,8,2.96438459539093e-23,2.01578152486583e-21,0.352719907407407,0.228506787330317,0.34459674656233,"12 13","2"
"18",1269,123000000,124000000,8,4.98529903487942e-52,5.58353491906495e-50,0.425925925925926,0.239441930618401,0.572620100066983,"12 13","2"
"19",1585,53000000,54000000,11,3.13361221650919e-20,1.37878937526405e-18,0.281828703703704,0.174962292609351,0.275952305079188,"12 13","2"
"20",1591,59000000,60000000,11,3.77727008022991e-21,2.15304394573105e-19,0.306423611111111,0.192307692307692,0.29115970069537,"12 13","2"
"21",1604,72000000,73000000,11,1.44177786934245e-20,6.63217819897525e-19,0.274884259259259,0.171945701357466,0.289984856024026,"12 13","2"
"22",1607,75000000,76000000,11,5.79074168465369e-17,8.10703835851517e-16,0.324363425925926,0.220211161387632,0.276995169227434,"12 13","2"
"23",1610,78000000,79000000,11,1.43150847856558e-26,1.13089169806681e-24,0.317997685185185,0.193061840120664,0.351879828035625,"12 13","2"
"24",1611,79000000,80000000,11,7.76420568452059e-19,2.17397759166577e-17,0.304108796296296,0.197963800904977,0.283579637080995,"12 13","2"
"25",1626,94000000,95000000,11,9.65259935567825e-18,1.83399387757887e-16,0.283275462962963,0.180995475113122,0.254484285418185,"12 13","2"
"26",1627,95000000,96000000,11,2.30899103712283e-18,6.00337669651936e-17,0.303819444444444,0.198717948717949,0.279878745625888,"12 13","2"
"27",1628,96000000,97000000,11,5.19305594331902e-23,3.42741692259056e-21,0.265046296296296,0.153846153846154,0.282013284578785,"12 13","2"
"28",1629,97000000,98000000,11,5.6858676564113e-23,3.63895530010323e-21,0.318576388888889,0.202865761689291,0.325907017357522,"12 13","2"
"29",1634,102000000,103000000,11,1.00902004927459e-20,4.94419824144548e-19,0.307002314814815,0.194193061840121,0.293043551131432,"12 13","2"
"30",1638,106000000,107000000,11,5.57416801228234e-23,3.62320920798352e-21,0.312789351851852,0.193438914027149,0.313726081710614,"12 13","2"
"31",1766,111000000,112000000,12,1.05020925750996e-17,1.89037666351792e-16,0.319155092592593,0.212669683257919,0.278070215454301,"12 13","2"
"32",1767,112000000,113000000,12,1.28986798037615e-20,6.06237950776789e-19,0.311342592592593,0.199849170437406,0.304130014229122,"12 13","2"
"33",1917,20000000,21000000,14,1.89287072340372e-26,1.4764391642549e-24,0.289930555555556,0.168174962292609,0.325687066811965,"12 13","2"
"34",1918,21000000,22000000,14,1.60833850307191e-21,9.3283633178171e-20,0.280960648148148,0.172699849170437,0.288891490600432,"12 13","2"
"35",1922,25000000,26000000,14,5.97917916696814e-23,3.76688287518993e-21,0.312210648148148,0.196455505279035,0.323445181891844,"12 13","2"
"36",1928,31000000,32000000,14,6.11401529157579e-18,1.22280305831516e-16,0.291956018518519,0.192684766214178,0.275487031749446,"12 13","2"
"37",1961,64000000,65000000,14,5.38445935387159e-27,4.44162445176838e-25,0.27806712962963,0.156862745098039,0.318461825757479,"12 13","2"
"38",1967,70000000,71000000,14,4.36248014120313e-24,3.09736090025423e-22,0.277488425925926,0.162518853695324,0.299553487902253,"12 13","2"
"39",1976,79000000,80000000,14,6.95264606684488e-20,2.92011134807485e-18,0.236979166666667,0.141025641025641,0.253761888220847,"12 13","2"
"40",2018,121000000,122000000,14,5.01798230728972e-27,4.21510513812336e-25,0.291087962962963,0.168929110105581,0.330215116991801,"12 13","2"
"41",2029,7000000,8000000,15,1.74717610265996e-19,6.63926919010786e-18,0.275752314814815,0.17420814479638,0.273901925255645,"12 13","2"
"42",2030,8000000,9000000,15,9.01289607757752e-21,4.59657699956453e-19,0.275173611111111,0.167420814479638,0.269909364082667,"12 13","2"
"43",2032,10000000,11000000,15,9.26933055638801e-21,4.63466527819401e-19,0.269965277777778,0.16289592760181,0.269616681615788,"12 13","2"
"44",2034,12000000,13000000,15,5.50994239934444e-18,1.15708790386233e-16,0.26880787037037,0.170060331825038,0.252320870412986,"12 13","2"
"45",2047,25000000,26000000,15,2.36154504299676e-19,8.26540765048867e-18,0.271122685185185,0.167043740573152,0.263715675729168,"12 13","2"
"46",2049,27000000,28000000,15,6.20166989477582e-36,6.20166989477582e-34,0.321180555555556,0.173831070889894,0.400678180224714,"12 13","2"
"47",2056,34000000,35000000,15,8.08958118118287e-25,5.90539426226349e-23,0.261284722222222,0.148190045248869,0.297474012636129,"12 13","2"
